;Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating
4146;Street Fighter X Tekken;X360;2012;Fighting;Capcom;0.47;83;45;4.4;177;Capcom;T
4147;Dark Sector;PS3;2008;Shooter;D3Publisher;0.47;72;47;7.6;70;Digital Extremes;M
4148;ICO;PS2;2001;Action;Sony Computer Entertainment;0.47;90;59;8.8;328;SCE Japan Studio;T
4149;World of Warcraft: Warlords of Draenor;PC;2014;Action;Activision Blizzard;0.47;87;49;5.9;1154;Blizzard Entertainment;T
4150;Ford Racing Off Road;Wii;2008;Racing;Xplosiv;0.47;37;5;6.3;4;Razorworks;E
4153;Unreal Tournament III;X360;2008;Shooter;Midway Games;0.47;82;47;7.6;95;Epic Games;M
4154;FIFA Soccer 13;WiiU;2012;Action;Electronic Arts;0.47;69;28;6.2;49;Electronic Arts;E
4155;Victorious Boxers: Ippo's Road to Glory;PS2;2000;Fighting;Empire Interactive;0.47;75;15;8;10;New;T
4157;Valkyrie Profile 2: Silmeria;PS2;2006;Role-Playing;Square Enix;0.47;84;45;9;59;Tri-Ace;T
4158;Pinball Hall of Fame: The Williams Collection;Wii;2008;Misc;System 3 Arcade Software;0.47;82;16;8.8;36;Farsight Studios;E10+
4159;Hot Wheels Velocity X;PS2;2002;Racing;THQ;0.47;54;7;7.1;16;Beyond Games;E
4160;MySims Racing;Wii;2009;Racing;Electronic Arts;0.47;68;22;7.4;5;EA Games;E
4161;Clash of Elementalists;DS;2010;Action;Level 5;0.47;34;4;tbd;NA;Teyon;T
4162;F.E.A.R. 2: Project Origin;PS3;2009;Shooter;Warner Bros. Interactive Entertainment;0.47;79;48;7.9;98;Monolith Productions;M
4163;The Sims 2: Pets;Wii;2007;Simulation;Electronic Arts;0.47;65;15;7.3;4;Maxis;T
4164;L.A. Rush;PS2;2005;Racing;Midway Games;0.47;58;31;8;10;Midway;T
4170;Crash: Mind Over Mutant;X360;2008;Platform;Vivendi Games;0.47;60;42;6.5;23;Radical Entertainment;E10+
4171;Viva Pinata: Trouble in Paradise;X360;2008;Simulation;Microsoft Game Studios;0.47;82;64;7.9;61;Rare Ltd.;E
4172;Epic Mickey 2: The Power of Two;PS3;2012;Action;Disney Interactive Studios;0.47;59;36;4.3;24;Blitz Games Studios;E
4174;NBA Ballers: Phenom;PS2;2006;Sports;Midway Games;0.47;69;19;8.5;8;Midway;E
4176;Need for Speed Carbon;XB;2006;Racing;Electronic Arts;0.47;74;19;7.4;11;EA Canada;E10+
4177;Shadowrun;X360;2007;Role-Playing;Microsoft Game Studios;0.47;66;57;7.5;156;FASA Studio;M
4178;Crazy Taxi: Fare Wars;PSP;2007;Racing;Sega;0.47;64;25;7.1;18;Sega;E10+
4180;Warhammer 40,000: Dawn of War II;PC;2009;Strategy;THQ;0.47;85;67;8.1;1502;Relic;M
4181;Hamsterz Life;DS;2006;Action;Ubisoft;0.47;NA;NA;9;13;Digital Kids;E
4182;Emergency Heroes;Wii;2008;Racing;Ubisoft;0.47;41;12;4.2;15;Ubisoft Barcelona, Ubisoft Reflections;E10+
4184;FlingSmash;Wii;2010;Action;Nintendo;0.47;48;26;6.8;13;Artoon;E
4187;Downhill Domination;PS2;2003;Racing;Codemasters;0.47;79;40;8.9;32;Incognito Inc.;T
4188;Dead Space Extraction;Wii;2009;Shooter;Electronic Arts;0.47;82;76;8.1;82;Eurocom Entertainment Software, Visceral Games;M
4189;Pirates of the Caribbean: Dead Man's Chest;GBA;2006;Adventure;Disney Interactive Studios;0.47;70;8;5.6;5;Amaze Entertainment;E10+
4190;Silent Hill: Shattered Memories;Wii;2009;Action;Konami Digital Entertainment;0.47;79;56;8;226;Climax Group, Climax Studios;M
4191;Active Life: Extreme Challenge;Wii;2009;Sports;Namco Bandai Games;0.47;56;13;tbd;NA;TOSE;E
4193;Spider-Man: Friend or Foe;DS;2007;Action;Activision;0.47;55;12;tbd;NA;Artificial Mind and Movement;E10+
4194;World Series of Poker;PS2;2005;Misc;Activision;0.47;46;15;8.2;20;Activision;E10+
4197;Final Fantasy Crystal Chronicles: Echoes of Time;DS;2009;Role-Playing;Square Enix;0.47;75;37;7.3;21;Square Enix;E10+
4198;Rise of Nightmares;X360;2011;Action;Sega;0.47;54;56;7.8;44;Sega;M
4199;EA Sports UFC;XOne;2014;Sports;Electronic Arts;0.47;70;23;6.3;152;EA Sports;T
4200;Kong: The 8th Wonder of the World;GBA;2005;Action;Ubisoft;0.47;59;8;tbd;NA;Ubisoft;E10+
4201;Spider-Man 3;DS;2007;Platform;Activision;0.47;79;21;6.5;17;Vicarious Visions;E10+
4202;Dead or Alive 4;X360;2005;Fighting;Tecmo Koei;0.47;85;76;8.2;223;Team Ninja;M
4203;Godzilla: Save the Earth;PS2;2004;Fighting;Atari;0.47;62;19;8.7;21;Pipeworks Software, Inc.;T
4204;Dance Dance Revolution: Mario Mix;GC;2005;Misc;Nintendo;0.47;69;28;8.4;19;Hudson;E
4205;Metal Gear Solid: The Twin Snakes;GC;2004;Action;Konami Digital Entertainment;0.47;85;54;9;142;Silicon Knights;M
4206;Tiger Woods PGA Tour 07;Wii;2006;Sports;Electronic Arts;0.47;71;41;6.9;44;EA Redwood Shores;E
4207;Art Academy: Lessons for Everyone;3DS;2012;Action;Nintendo;0.46;81;14;7.6;22;Nintendo, Headstrong Games;E
4208;Mat Hoffman's Pro BMX 2;PS2;2002;Sports;Activision;0.46;76;22;9.1;7;Rainbow Studios;T
4209;Metal Gear Solid: The Essential Collection;PS2;2007;Adventure;Konami Digital Entertainment;0.46;NA;NA;8.9;9;Konami;M
4210;One Piece: Pirate Warriors 3;PS4;2015;Action;Namco Bandai Games;0.46;74;34;7.4;118;Omega Force;T
4211;Iridion 3D;GBA;2001;Shooter;THQ;0.46;53;15;tbd;NA;Shin'en;E
4212;2010 FIFA World Cup South Africa;PSP;2010;Sports;Electronic Arts;0.46;69;11;7.4;9;Electronic Arts;E
4213;Classic NES Series: Pac-Man;GBA;2004;Puzzle;Nintendo;0.46;53;13;tbd;NA;Nintendo;E
4214;Two Worlds II;PS3;2011;Role-Playing;Unknown;0.46;70;28;7;65;Reality Pump;M
4215;Football Manager 2015;PC;2014;Simulation;Sega;0.46;80;36;6;151;Sports Interactive;
4219;SimCity Creator;Wii;2008;Simulation;Electronic Arts;0.46;67;17;6.8;13;Electronic Arts;E
4220;Dragon Ball Z: Collectible Card Game;GBA;2002;Misc;Infogrames;0.46;62;4;5.5;4;ImaginEngine;E
4222;Harry Potter and the Order of the Phoenix;Wii;2007;Action;Electronic Arts;0.46;69;34;7.2;28;EA Games;E10+
4223;The Sims 3: Ambitions;PC;2010;Simulation;Electronic Arts;0.46;74;25;7.3;51;EA Redwood Shores;T
4224;Razor Freestyle Scooter;PS;1999;Sports;Ubisoft;0.46;65;11;tbd;NA;Shaba Games;E
4225;Disney's Kim Possible 3: Team Possible;GBA;2005;Platform;Disney Interactive Studios;0.46;76;6;7.7;6;Artificial Mind and Movement;E
4226;Rygar: The Legendary Adventure;PS2;2002;Action;Wanadoo;0.46;83;30;8.4;14;Tecmo;T
4227;Syphon Filter: Logan's Shadow;PSP;2007;Shooter;Sony Computer Entertainment;0.46;85;41;8.8;47;Sony Bend;T
4229;Kessen II;PS2;2001;Strategy;THQ;0.46;71;15;8.3;22;Koei;T
4231;Stuart Little 2;GBA;2002;Platform;Activision;0.46;59;10;tbd;NA;Creations;E
4232;Tak 2: The Staff of Dreams;GBA;2004;Platform;THQ;0.46;45;5;tbd;NA;Avalanche Software;E
4233;SingStar Amped;PS2;2007;Misc;Sony Computer Entertainment;0.46;76;20;tbd;NA;SCEE London Studio;T
4234;Brothers In Arms: Earned in Blood;PS2;2005;Shooter;Ubisoft;0.46;71;20;7.9;23;Gearbox Software;M
4235;The Evil Within;X360;2014;Action;Bethesda Softworks;0.46;NA;NA;7.6;172;Tango Gameworks;M
4236;Dragon Ball Z: Sagas;PS2;2005;Fighting;Atari;0.46;49;13;5.4;29;Avalanche Software;T
4237;Scooby-Doo;GBA;2001;Platform;THQ;0.46;64;5;tbd;NA;Helixe;E
4238;MX vs. ATV: Alive;PS3;2011;Racing;THQ;0.46;61;41;6.7;11;THQ Digital Studio Phoenix;E
4243;NBA Live 07;X360;2006;Sports;Electronic Arts;0.46;59;32;4.9;60;EA Sports;E
4244;Brothers In Arms: Road to Hill 30;PS2;2005;Shooter;Ubisoft;0.46;82;30;7.6;30;Gearbox Software;M
4245;The Legend of Spyro: Dawn of the Dragon;DS;2008;Platform;Vivendi Games;0.46;57;9;6.8;10;Etranges Libellules;E
4247;The Mark of Kri;PS2;2002;Action;Sony Computer Entertainment;0.46;80;37;7.9;29;SCEA;M
4248;Need for Speed: Hot Pursuit;Wii;2010;Racing;Electronic Arts;0.46;50;8;3.7;18;Exient Entertainment;E10+
4251;Crash Nitro Kart;GBA;2003;Racing;Vivendi Games;0.46;77;6;8.3;12;Vicarious Visions;E
4252;Crayola: Treasure Adventures;DS;2007;Puzzle;Ignition Entertainment;0.46;65;14;tbd;NA;Crave;E
4253;LEGO The Hobbit;PS3;2014;Action;Warner Bros. Interactive Entertainment;0.46;NA;NA;7;10;TT Games;E10+
4254;Silent Hill: Downpour;PS3;2012;Action;Konami Digital Entertainment;0.46;64;41;6.9;262;Vatra;M
4256;WWE SmackDown vs. Raw 2011;Wii;2010;Fighting;THQ;0.46;72;7;tbd;NA;Yuke's;T
4257;Jak and Daxter: The Lost Frontier;PS2;2009;Platform;Sony Computer Entertainment;0.46;72;8;4.6;32;High Impact Games;E10+
4260;The Sims 3: Outdoor Living Stuff;PC;2011;Simulation;Electronic Arts;0.46;NA;NA;5.6;17;The Sims Studio;T
4261;Star Wars: Demolition;PS;2000;Racing;Activision;0.46;63;11;6.5;6;Luxoflux, Inc.;T
4263;Delta Force: Black Hawk Down;PS2;2005;Shooter;NovaLogic;0.46;58;25;8.8;51;Rebellion;T
4266;.hack//Outbreak Part 3;PS2;2002;Role-Playing;Atari;0.46;70;23;8.7;19;CyberConnect2;T
4268;MX vs. ATV Untamed;PS3;2007;Racing;THQ;0.46;67;33;6.1;8;Rainbow Studios;E
4269;Boom Blox Bash Party;Wii;2009;Puzzle;Electronic Arts;0.46;86;48;8.4;37;EA LA;E
4270;Top Spin;XB;2003;Sports;Microsoft Game Studios;0.46;89;44;8.2;31;Pam Development;E
4271;Brothers In Arms: D-Day;PSP;2006;Shooter;Ubisoft;0.46;65;19;9.1;64;Ubisoft Shanghai;M
4273;The Golden Compass;X360;2007;Action;Sega;0.46;41;25;4.1;14;Shiny Entertainment;E10+
4274;Tomb Raider: Legend;PSP;2006;Action;Eidos Interactive;0.46;67;28;7.9;30;Buzz Monkey;T
4275;Just Dance 2014;XOne;2013;Misc;Ubisoft;0.45;71;6;7;58;Ubisoft;E10+
4280;FIFA 15;3DS;2014;Sports;Electronic Arts;0.45;NA;NA;2.4;35;EA Sports;E
4283;Enter the Matrix;GC;2003;Action;Atari;0.45;63;23;8;45;Shiny Entertainment;T
4284;LEGO The Hobbit;X360;2014;Action;Warner Bros. Interactive Entertainment;0.45;70;4;8.7;11;TT Games;E10+
4285;NASCAR 2005: Chase for the Cup;XB;2004;Racing;Electronic Arts;0.45;86;16;tbd;NA;EA Tiburon;E
4288;NHL 15;X360;2014;Sports;Electronic Arts;0.45;NA;NA;2.8;47;EA Sports;E10+
4290;PlayStation All-Stars Battle Royale;PSV;2012;Action;Sony Computer Entertainment;0.45;75;15;7.5;221;Bluepoint Games;T
4291;The Powerpuff Girls: Relish Rampage;PS2;2002;Action;BAM! Entertainment;0.45;46;5;6.8;5;VIS Entertainment;E
4292;Bleach: The Blade of Fate;DS;2006;Fighting;Sega;0.45;83;32;7.5;23;Treasure;T
4295;The Chronicles of Riddick: Escape from Butcher Bay;XB;2004;Shooter;Vivendi Games;0.45;89;84;8.9;85;Starbreeze;M
4296;NFL Head Coach;PS2;2006;Sports;Electronic Arts;0.45;66;22;6.9;15;EA Tiburon;E
4300;Tomb Raider: Underworld;Wii;2008;Action;Eidos Interactive;0.45;70;12;7.2;20;Crystal Dynamics;T
4301;Area 51;PS2;2005;Shooter;Midway Games;0.45;75;37;8.4;52;Midway Studios - Austin;M
4303;NHL 2005;PS2;2004;Sports;Electronic Arts;0.45;75;21;8.3;23;EA Sports;E
4304;The New York Times Crosswords;DS;2007;Puzzle;Majesco Entertainment;0.45;79;15;6.7;6;BudCat;T
4305;Karaoke Revolution Presents American Idol Encore;Wii;2008;Misc;Konami Digital Entertainment;0.45;NA;NA;7.8;21;Blitz Games;E
4307;Lego Batman 3: Beyond Gotham;3DS;2014;Action;Warner Bros. Interactive Entertainment;0.45;NA;NA;6.4;7;TT Games;E10+
4309;Star Wars Jedi Knight: Jedi Academy;XB;2003;Shooter;Activision;0.45;76;30;8.7;30;Vicarious Visions;T
4311;Dynasty Warriors: Strikeforce;PSP;2009;Action;Ubisoft Annecy;0.45;65;28;6.8;10;Omega Force;T
4312;Brain Challenge;DS;2008;Misc;Ubisoft;0.45;68;7;7;4;Ubisoft;E
4314;Enemy Territory: Quake Wars;X360;2008;Shooter;Activision;0.45;69;54;7.3;26;Nerve Software;T
4315;Major League Baseball 2K11;X360;2011;Sports;Take-Two Interactive;0.45;69;27;6.8;24;Visual Concepts;E
4318;ATV Offroad Fury Pro;PSP;2006;Racing;Sony Computer Entertainment;0.45;76;32;tbd;NA;Climax Group, Climax Studios;E
4319;Burnout Dominator;PSP;2007;Racing;Electronic Arts;0.45;76;23;8.2;27;Criterion Games;E10+
4323;Crash of the Titans;Wii;2007;Action;Vivendi Games;0.45;69;16;5.8;22;Radical Entertainment;E10+
4325;Red Faction: Armageddon;PS3;2011;Shooter;THQ;0.45;71;52;7.3;58;Volition Inc.;M
4332;Lego Batman 3: Beyond Gotham;WiiU;2014;Action;Warner Bros. Interactive Entertainment;0.45;NA;NA;7;20;TT Games;E10+
4333;Tekken Advance;GBA;2001;Fighting;Infogrames;0.45;82;14;8.2;13;Eighting/Raizing;T
4334;Shin Megami Tensei: Persona 3;PS2;2006;Role-Playing;Tecmo Koei;0.45;86;52;8.4;116;Atlus Co.;M
4337;My Fashion Studio;DS;2007;Misc;Ubisoft;0.45;NA;NA;6.8;6;505 Games;E
4341;Pirates of the Caribbean: At World's End;Wii;2007;Action;Disney Interactive Studios;0.45;53;17;7.2;17;Eurocom Entertainment Software;T
4342;Bee Movie Game;DS;2007;Action;Activision;0.45;58;9;tbd;NA;Vicarious Visions;E
4343;Sega Rally Revo;X360;2007;Racing;Sega;0.45;77;42;7.2;30;SEGA Racing Studio;E
4347;Samurai Warriors: Xtreme Legends;PS2;2004;Action;Tecmo Koei;0.45;72;17;8.6;13;Omega Force;T
4348;LEGO Rock Band;DS;2009;Misc;Warner Bros. Interactive Entertainment;0.45;80;8;7.5;6;Backbone Entertainment;E
4350;WWE WrestleMania 21;XB;2005;Fighting;THQ;0.45;56;48;6.9;47;Studio Gigante;T
4351;NBA Live 2005;GC;2004;Sports;Electronic Arts;0.45;83;17;6.7;7;EA Canada;E
4352;F.E.A.R. 3;PS3;2011;Shooter;Warner Bros. Interactive Entertainment;0.45;74;48;7.1;103;Day 1 Studios;M
4354;WWE Day of Reckoning;GC;2004;Fighting;THQ;0.45;79;47;9.1;81;Yuke's;T
4355;NBA Live 10;X360;2009;Sports;Electronic Arts;0.45;80;40;7.7;37;EA Canada;E
4356;ATV Quad Power Racing 2;XB;2003;Racing;Acclaim Entertainment;0.45;68;17;tbd;NA;Climax Group;E
4357;Harry Potter and the Deathly Hallows - Part 1;X360;2010;Action;Electronic Arts;0.45;38;42;5;46;EA Bright Light;T
4359;Pro Evolution Soccer 2017;PS4;2016;Sports;Konami Digital Entertainment;0.45;85;61;7.6;478;Konami;E
4360;Sled Storm;PS2;2002;Racing;Electronic Arts;0.45;73;22;7.7;6;Electronic Arts;T
4362;Dead or Alive: Dimensions;3DS;2011;Fighting;Ubisoft Annecy;0.45;79;62;8.2;113;Team Ninja;T
4365;Wolfenstein: The New Order;PC;2014;Shooter;Bethesda Softworks;0.45;81;23;8.2;1647;MachineGames;M
4366;Deadpool;PS3;2013;Action;Activision;0.45;61;27;7.2;221;High Moon Studios;M
4369;Watch Dogs;PC;2014;Action;Ubisoft;0.45;77;18;4.7;3288;Ubisoft Montreal;M
4370;Mario Golf: Advance Tour;GBA;2004;Sports;Nintendo;0.45;84;38;8.6;14;Camelot Software Planning;E
4371;Celebrity Sports Showdown;Wii;2008;Sports;Electronic Arts;0.45;50;12;4.6;18;EA Canada;E
4372;F.E.A.R. 3;X360;2011;Shooter;Warner Bros. Interactive Entertainment;0.45;75;71;7;139;Day 1 Studios;M
4373;Disney Guilty Party;Wii;2010;Misc;Disney Interactive Studios;0.45;78;13;8;4;Wideload Games Inc.;E
4374;Silent Hill: Homecoming;X360;2008;Action;Konami Digital Entertainment;0.45;70;54;6.9;180;Double Helix Games;M
4376;Warhammer 40,000: Space Marine;PS3;2011;Shooter;THQ;0.44;70;46;7.4;162;Relic;M
4379;Major League Baseball 2K6;PS2;2006;Sports;Spike;0.44;70;19;5.2;27;Kush Games;E
4380;Brunswick Pro Bowling;X360;2010;Sports;505 Games;0.44;44;4;tbd;NA;Farsight Studios, Crave;E
4382;World Soccer Winning Eleven 9;XB;2005;Sports;Konami Digital Entertainment;0.44;89;19;7.9;9;KCET;E
4384;Teenage Mutant Ninja Turtles 2: Battle Nexus;PS2;2004;Action;Konami Digital Entertainment;0.44;47;25;7.8;12;KCE Studios;T
4386;The Thing;PS2;2002;Adventure;Vivendi Games;0.44;78;27;7.4;41;Computer Artworks;M
4387;Van Helsing;PS2;2004;Action;Activision;0.44;64;41;8.5;19;Saffire;T
4388;Mario Tennis Ultra Smash;WiiU;2015;Sports;Nintendo;0.44;58;58;5.3;133;Nintendo, Camelot Software Planning;E
4389;Virtua Tennis 4;PS3;2011;Sports;Sega;0.44;69;49;6.6;28;Sega;E
4390;X-Men Legends II: Rise of Apocalypse;XB;2005;Role-Playing;Activision;0.44;84;50;8.7;199;Raven Software;T
4391;Naruto Shippuden: Ultimate Ninja Storm Generations;X360;2012;Fighting;Namco Bandai Games;0.44;74;35;7.2;47;CyberConnect2, Racjin;T
4392;Wolfenstein: The New Order;PS3;2014;Shooter;Bethesda Softworks;0.44;NA;NA;7.1;115;MachineGames;M
4393;Skylanders: Trap Team;PS4;2014;Action;Activision;0.44;78;46;5.6;32;Toys for Bob;E10+
4394;Worms: Open Warfare 2;PSP;2007;Strategy;THQ;0.44;80;26;8.1;25;Team 17, Two Tribes;E10+
4396;Spawn: Armageddon;PS2;2003;Action;Electronic Arts;0.44;56;33;7.4;21;Point of View;M
4398;Sid Meier's Civilization Revolution;DS;2008;Strategy;Take-Two Interactive;0.44;80;26;7.7;21;Firaxis Games;E10+
4400;Tiger Woods PGA Tour 2003;XB;2002;Sports;Electronic Arts;0.44;88;14;8.5;11;EA Sports;E
4401;Battlefield 2: Modern Combat;PS2;2005;Shooter;Electronic Arts;0.44;80;42;8.5;65;Digital Illusions;T
4402;50 Cent: Bulletproof;XB;2005;Action;Vivendi Games;0.44;50;14;5.9;21;Genuine Games;M
4405;Tony Hawk's Proving Ground;PS3;2007;Sports;Activision;0.44;73;36;6.6;17;Neversoft Entertainment;T
4408;LEGO Star Wars II: The Original Trilogy;XB;2006;Action;LucasArts;0.44;85;27;8.6;15;Traveller's Tales;E10+
4409;Viking: Battle for Asgard;X360;2008;Action;Sega;0.44;68;67;8;88;Creative Assembly;M
4410;Petz: Catz 2;Wii;2007;Simulation;Ubisoft;0.44;NA;NA;5.8;6;Ubisoft;E
4411;Dragon Quest Heroes: Rocket Slime;DS;2005;Action;Square Enix;0.44;83;41;7.6;45;Square Enix, TOSE;E
4418;Dance Dance Revolution: Hottest Party 3;Wii;2009;Simulation;Konami Digital Entertainment;0.44;66;5;8.2;5;Konami;E10+
4425;G-Force;Wii;2009;Action;Disney Interactive Studios;0.44;69;6;8;6;Eurocom Entertainment Software;E10+
4427;Transformers: Fall of Cybertron;X360;2012;Action;Activision;0.44;79;52;8.3;160;High Moon Studios;T
4428;SOCOM: U.S. Navy SEALs Fireteam Bravo 3;PSP;2010;Shooter;Sony Computer Entertainment;0.44;74;51;8;20;Slant Six;T
4429;MX Unleashed;XB;2004;Racing;THQ;0.44;81;18;9.3;12;Rainbow Studios;E
4434;Madden NFL 12;Wii;2011;Sports;Electronic Arts;0.44;NA;NA;6.2;5;EA Tiburon;E
4435;Wario World;GC;2003;Platform;Nintendo;0.44;71;30;7.2;44;Treasure;E
4436;DmC: Devil May Cry;X360;2013;Action;Capcom;0.44;86;65;5.1;1438;Ninja Theory;M
4437;Scooby-Doo! Mystery Mayhem;GBA;2003;Action;THQ;0.44;53;6;tbd;NA;Artificial Mind and Movement;E
4439;FIFA Soccer 13;PSV;2012;Action;Electronic Arts;0.44;57;9;4.1;89;Electronic Arts;E
4440;The Legend of Spyro: Dawn of the Dragon;PS3;2008;Platform;Vivendi Games;0.44;59;22;6.6;36;Etranges Libellules;E10+
4442;Samurai Warriors 3;Wii;2009;Action;Nintendo;0.44;55;26;7.2;22;Omega Force;T
4443;Ben 10 Alien Force: Vilgax Attacks;Wii;2009;Action;D3Publisher;0.44;65;5;4;6;Papaya Studios;E10+
4444;TimeSplitters 2;GC;2002;Shooter;Eidos Interactive;0.44;88;18;9;65;Free Radical Design;T
4446;Robert Ludlum's The Bourne Conspiracy;X360;2008;Action;Vivendi Games;0.44;71;72;7.2;63;High Moon Studios;T
4447;Eternal Darkness: Sanity's Requiem;GC;2002;Adventure;Nintendo;0.44;92;41;8.7;173;Silicon Knights;M
4448;Food Network: Cook or Be Cooked;Wii;2009;Misc;Namco Bandai Games;0.44;53;8;6.8;5;Red Fly Studio;E
4450;Naruto: Ultimate Ninja 3;PS2;2005;Fighting;Atari;0.44;75;24;8.7;33;CyberConnect2;T
4451;The Darkness;X360;2007;Shooter;Take-Two Interactive;0.44;82;63;8.1;196;Starbreeze;M
4452;Thrillville: Off the Rails;Wii;2007;Strategy;LucasArts;0.44;70;14;2.8;40;Frontier Developments;E10+
4455;Child of Eden;X360;2011;Shooter;Ubisoft;0.44;84;81;7.7;95;Q Entertainment;E10+
4458;Spider-Man: Shattered Dimensions;PS3;2010;Action;Activision;0.44;74;57;7.5;96;Beenox;T
4460;NFL Blitz 20-03;PS2;2002;Sports;Midway Games;0.44;73;15;8.6;5;Point of View;E
4462;Eternal Sonata;PS3;2008;Role-Playing;Atari;0.44;80;34;7.8;117;Tri-Crescendo;T
4464;Karaoke Revolution;Wii;2009;Misc;Konami Digital Entertainment;0.44;63;4;tbd;NA;Blitz Games Studios;T
4465;Star Wars: Jedi Starfighter;XB;2002;Simulation;Activision;0.44;78;22;5.2;5;Secret Level;T
4467;Classic NES Series: Metroid;GBA;2004;Adventure;Nintendo;0.43;58;9;8.6;18;Nintendo;E
4468;Nicktoons: Attack of the Toybots;Wii;2007;Platform;THQ;0.43;60;4;6;8;Blue Tongue Entertainment;E
4469;Primal;PS2;2003;Action;Sony Computer Entertainment;0.43;73;36;8.6;53;SCEE;M
4472;Ninja Gaiden 3;PS3;2012;Action;Tecmo Koei;0.43;58;43;5;152;Team Ninja;M
4473;Band Hero;DS;2009;Misc;Activision;0.43;65;18;7;4;Vicarious Visions;E10+
4474;Need for Speed Underground 2;GBA;2004;Racing;Electronic Arts;0.43;72;8;8.2;13;Pocketeers;E
4477;Master of Illusion;DS;2006;Puzzle;Nintendo;0.43;69;20;tbd;NA;Tenyo;E
4479;SSX Tricky;XB;2001;Sports;Electronic Arts;0.43;88;22;8.5;11;EA Sports Big;E
4481;Tetris Axis;3DS;2011;Puzzle;Tetris Online;0.43;74;33;6.8;28;Hudson Soft;E
4482;Borderlands: The Handsome Collection;XOne;2015;Shooter;Take-Two Interactive;0.43;80;11;7.8;119;Gearbox Software;M
4484;The Chronicles of Narnia: The Lion, The Witch and The Wardrobe;PS2;2005;Action;Disney Interactive Studios;0.43;68;36;8.4;17;Traveller's Tales;T
4486;Star Wars The Clone Wars: Republic Heroes;PS3;2009;Action;LucasArts;0.43;43;22;5.3;16;LucasArts, Krome Studios;T
4487;NCAA Football 2004;XB;2003;Sports;Electronic Arts;0.43;88;13;8.8;19;EA Sports;E
4488;Bionicle;PS2;2003;Action;Electronic Arts;0.43;51;7;3.6;16;Argonaut Games;E
4491;Naruto Shippuden: Ultimate Ninja Storm Revolution;PS3;2014;Fighting;Namco Bandai Games;0.43;73;26;7.5;100;CyberConnect2;T
4492;Naughty Bear;PS3;2010;Action;505 Games;0.43;43;31;5.5;49;Artificial Mind and Movement;T
4493;MLB 2002;PS;2001;Sports;Sony Computer Entertainment;0.43;76;5;8.1;8;989 Sports;E
4494;Deadpool;X360;2013;Action;Activision;0.43;62;49;7.4;368;High Moon Studios;M
4495;Lego Batman 3: Beyond Gotham;XOne;2014;Action;Warner Bros. Interactive Entertainment;0.43;74;25;7.1;36;TT Games;E10+
4496;MLB 14: The Show;PS3;2014;Sports;Sony Computer Entertainment America;0.43;81;26;6.8;79;SCEA San Diego Studios;E
4497;Devil May Cry HD Collection;X360;2012;Action;Capcom;0.43;77;32;8.4;93;Capcom, Pipeworks Software, Inc.;M
4498;Hyperdimension Neptunia;PS3;2010;Role-Playing;Tecmo Koei;0.43;45;31;7;148;Idea Factory, Compile Heart;T
4499;TimeSplitters;PS2;2000;Shooter;Eidos Interactive;0.43;81;23;8;40;Free Radical Design;T
4501;InuYasha: The Secret of the Cursed Mask;PS2;2004;Role-Playing;Namco Bandai Games;0.43;51;7;8.1;28;Kamui;T
4503;Mega Man Zero 2;GBA;2003;Platform;Capcom;0.43;81;17;8.6;18;Inti;E
4504;My Spanish Coach;DS;2007;Misc;Ubisoft;0.43;73;7;tbd;NA;Ubisoft, Sensory Sweep;E
4506;Payday 2;PS3;2013;Shooter;505 Games;0.43;74;12;6.2;181;Overkill Software;M
4507;WWE 2K16;X360;2015;Sports;Take-Two Interactive;0.43;NA;NA;5.4;25;Yuke's;T
4510;Mass Effect Trilogy;PS3;2012;Action;Electronic Arts;0.43;NA;NA;8.7;63;BioWare;M
4511;Ghostbusters: The Video Game;PS2;2009;Action;Atari;0.43;64;9;8.7;6;War Drum Studios;E10+
4512;Hunter: The Reckoning  Wayward;PS2;2003;Action;Interplay;0.43;68;27;8.8;16;High Voltage Software;M
4515;EyeToy: AntiGrav;PS2;2004;Sports;Sony Computer Entertainment;0.43;71;38;7.8;5;Harmonix Music Systems;E
4517;EverQuest Online Adventures;PS2;2003;Role-Playing;Sony Online Entertainment;0.43;74;22;8.2;33;Sony Online Entertainment;T
4518;OkamiDen;DS;2010;Adventure;Capcom;0.43;82;48;7.9;53;Capcom;E10+
4520;Hometown Story;3DS;2013;Role-Playing;Rising Star Games;0.43;47;14;6;24;TOYBOX;E10+
4521;Just Dance 4;PS3;2012;Misc;Ubisoft;0.43;77;5;7.1;29;Ubisoft;E10+
4522;Mobile Suit Gundam: Zeonic Front;PS2;2001;Simulation;Namco Bandai Games;0.43;71;12;8.8;23;Sunrise Interactive;T
