"","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"1412","DS","2007","Role-Playing","Square Enix",1.37,81,44,"6.1",60,"Square Enix, Think and Feel","E10+"
"1413","Wii","2010","Shooter","Activision",1.37,80,25,"5.8",87,"Treyarch","M"
"1414","PS3","2011","Shooter","Square Enix",1.37,89,50,"8.2",682,"Eidos Montreal","M"
"1415","XB","2004","Role-Playing","Activision",1.37,86,67,"8.6",140,"Obsidian Entertainment","T"
"1417","PSP","2005","Simulation","Electronic Arts",1.37,65,17,"6.9",32,"Maxis","T"
"1418","PS3","2010","Action","Capcom",1.36,80,54,"6.7",178,"Blue Castle Games","M"
"1419","PS3","2006","Racing","Namco Bandai Games",1.36,78,45,"7.1",52,"Namco Bandai Games","E"
"1420","XB","2004","Shooter","Ubisoft",1.36,80,53,"8.9",58,"Red Storm Entertainment","T"
"1421","X360","2011","Action","Electronic Arts",1.36,68,65,"6",160,"Black Box","T"
"1422","GBA","2003","Platform","Vivendi Games",1.36,75,21,"7.8",30,"Vicarious Visions","E"
"1423","X360","2014","Shooter","Electronic Arts",1.36,83,21,"5.9",371,"Bluepoint Games","M"
"1424","PS2","2008","Misc","Sony Computer Entertainment",1.36,64,11,"tbd",NA,"SCEE London Studio","T"
"1428","PS2","2002","Shooter","Electronic Arts",1.36,73,20,"8.9",36,"Namco","M"
"1429","PS3","2012","Action","THQ",1.35,76,24,"8.1",99,"THQ","T"
"1431","Wii","2009","Misc","Electronic Arts",1.35,63,16,"6.3",6,"Electronic Arts","E"
"1433","DS","2009","Puzzle","505 Games",1.35,60,17,"9.3",4,"Taito Corporation","E"
"1434","X360","2008","Racing","Electronic Arts",1.35,88,68,"6.9",279,"Criterion Games","E10+"
"1435","XOne","2014","Action","Warner Bros. Interactive Entertainment",1.35,87,12,"8",585,"Monolith Productions","M"
"1436","PS3","2008","Racing","Sony Computer Entertainment",1.35,82,63,"8",318,"Evolution Studios","T"
"1437","PS2","2004","Action","Electronic Arts",1.35,73,37,"8.7",23,"Omega Force","T"
"1438","PC","2013","Shooter","Electronic Arts",1.35,81,52,"6",3517,"EA DICE","M"
"1440","XOne","2016","Shooter","Microsoft Game Studios",1.35,84,96,"6.2",815,"The Coalition","M"
"1443","PSP","2007","Sports","Electronic Arts",1.35,79,7,"7.4",15,"EA Canada","E"
"1444","PSP","2008","Sports","Electronic Arts",1.35,84,8,"8.9",21,"EA Canada","E"
"1445","Wii","2007","Adventure","Disney Interactive Studios",1.35,NA,NA,"4.3",4,"Papaya Studios","E"
"1446","X360","2007","Sports","Electronic Arts",1.35,82,43,"7.9",57,"EA Canada","E"
"1447","PS2","2002","Racing","Atari",1.34,73,19,"7.4",23,"Pitbull Syndicate","T"
"1448","X360","2008","Action","Capcom",1.34,84,61,"8",248,"Capcom","M"
"1449","PS3","2008","Shooter","Ubisoft",1.34,81,32,"7.9",93,"Ubisoft Montreal","M"
"1450","Wii","2010","Action","Nintendo",1.34,79,71,"6.5",482,"Team Ninja","T"
"1451","X360","2011","Action","Electronic Arts",1.34,84,72,"7.5",533,"Crytek","M"
"1452","DS","2008","Role-Playing","Square Enix",1.34,92,57,"8.9",440,"TOSE","E10+"
"1453","PS3","2011","Fighting","Capcom",1.34,84,56,"7.3",147,"Capcom","T"
"1455","XB","2005","Shooter","Activision",1.34,88,71,"7.4",116,"Vicarious Visions","M"
"1456","XOne","2015","Shooter","Ubisoft",1.34,74,24,"6.9",252,"Ubisoft Montreal","M"
"1457","PS3","2010","Racing","Codemasters",1.34,84,46,"7.8",83,"Codemasters Birmingham","E"
"1458","PSP","2005","Role-Playing","Capcom",1.34,71,34,"8.6",78,"Capcom","T"
"1459","GC","2004","Platform","Nintendo",1.34,80,49,"8.3",30,"Nintendo","E10+"
"1460","PS2","2006","Racing","Electronic Arts",1.34,74,26,"8.4",60,"EA Canada","E10+"
"1461","X360","2006","Shooter","Capcom",1.34,79,76,"7.1",187,"Capcom","T"
"1463","PS3","2014","Sports","Take-Two Interactive",1.34,NA,NA,"3.5",22,"Visual Concepts","E"
"1464","PS2","2003","Shooter","Take-Two Interactive",1.34,73,27,"8.2",63,"Rockstar Vienna","M"
"1465","PS3","2008","Shooter","Electronic Arts",1.34,84,50,"8.1",203,"EA DICE","T"
"1466","PS2","2004","Sports","Electronic Arts",1.34,90,28,"8.6",51,"EA Sports","E"
"1469","X360","2010","Action","Microsoft Game Studios",1.33,83,100,"8.1",1156,"Remedy Entertainment","T"
"1475","GC","2004","Shooter","Nintendo",1.33,92,60,"8.8",279,"Retro Studios","T"
"1477","PS2","2004","Racing","TDK Mediactive",1.33,57,15,"6.5",21,"Steel Monkeys","E"
"1478","PS3","2007","Fighting","THQ",1.33,74,27,"7.3",41,"Yuke's","T"
"1479","X360","2013","Platform","Activision",1.32,83,37,"5.7",45,"Vicarious Visions","E10+"
"1480","DS","2009","Action","Take-Two Interactive",1.32,93,85,"8.3",280,"Rockstar Leeds","M"
"1481","X360","2010","Fighting","THQ",1.32,84,70,"6.7",80,"Yuke's","T"
"1482","PC","2008","Role-Playing","Activision",1.32,91,47,"7.5",930,"Blizzard Entertainment","T"
"1485","PS2","2002","Sports","Atari",1.32,93,20,"7.4",25,"Visual Concepts","E"
"1486","PSV","2012","Action","Ubisoft",1.32,70,71,"7.2",318,"Ubisoft","M"
"1490","X360","2010","Sports","Ubisoft",1.32,73,32,"7.5",25,"Ubisoft Montreal","E"
"1491","PSP","2005","Racing","Electronic Arts",1.32,74,36,"8.5",38,"Team Fusion","E"
"1496","PS2","2002","Racing","Bethesda Softworks",1.31,NA,NA,"7.4",63,"Bethesda Softworks","E"
"1497","PS3","2011","Shooter","Bethesda Softworks",1.31,81,37,"6.2",353,"id Software","M"
"1498","PS3","2010","Action","Warner Bros. Interactive Entertainment",1.31,79,42,"8",52,"Traveller's Tales","E10+"
"1499","PS2","2005","Platform","Activision",1.31,69,25,"7.4",25,"Toys for Bob","E10+"
"1500","XOne","2015","Role-Playing","Namco Bandai Games",1.31,91,13,"9.2",3963,"CD Projekt Red Studio","M"
"1503","PS2","2002","Shooter","Acclaim Entertainment",1.31,61,20,"7.3",27,"Acclaim","M"
"1504","X360","2009","Action","Activision",1.31,78,83,"7.8",356,"Radical Entertainment","M"
"1505","XB","2004","Racing","Electronic Arts",1.31,94,76,"7.2",139,"Criterion Games","T"
"1506","X360","2009","Misc","MTV Games",1.3,89,76,"8.6",127,"Harmonix Music Systems","T"
"1509","PS2","2006","Sports","Electronic Arts",1.3,63,12,"6",39,"EA Sports","E"
"1510","WiiU","2015","Platform","Nintendo",1.3,78,83,"8.5",376,"Good-Feel","E"
"1511","X360","2012","Action","Activision",1.3,80,35,"6.6",38,"Toys for Bob","E10+"
"1512","PS2","2005","Misc","Sony Computer Entertainment",1.3,78,22,"8.3",6,"SCEA","T"
"1515","X360","2009","Fighting","Namco Bandai Games",1.3,80,59,"7",132,"Namco Bandai Games America, Namco Bandai Games","T"
"1516","XOne","2015","Action","Ubisoft",1.3,78,22,"6.1",402,"Ubisoft Quebec","M"
"1518","PS3","2014","Shooter","Ubisoft",1.29,NA,NA,"7.3",113,"Ubisoft Montreal","M"
"1519","DS","2010","Role-Playing","Nintendo",1.29,68,25,"8.2",25,"Creatures Inc.","E"
"1520","PS3","2008","Action","Warner Bros. Interactive Entertainment",1.29,75,24,"7.7",33,"Traveller's Tales","E10+"
"1524","PS3","2011","Action","Electronic Arts",1.29,85,54,"7.2",406,"Crytek","M"
"1525","GBA","2003","Platform","TDK Mediactive",1.29,49,10,"6.2",5,"Pocket Studios","E"
"1527","DS","2007","Misc","Atari",1.29,67,19,"5.9",8,"M2","E"
"1528","Wii","2009","Misc","Zoo Games",1.29,56,4,"5",5,"Artefacts Studio","E"
"1529","PS2","2004","Shooter","Atari",1.29,75,51,"8.6",27,"Melbourne House","T"
"1530","XOne","2015","Action","Warner Bros. Interactive Entertainment",1.29,74,26,"7.8",387,"Techland","M"
"1531","PC","2015","Role-Playing","Bethesda Softworks",1.29,84,38,"5.4",7512,"Bethesda Game Studios","M"
"1532","DS","2010","Platform","Sega",1.29,79,26,"7.9",66,"Dimps Corporation","E"
"1533","PS3","2014","Action","Ubisoft",1.29,72,53,"7.5",292,"Ubisoft Sofia","M"
"1534","Wii","2007","Sports","Electronic Arts",1.29,66,32,"7.6",30,"EA Canada","E"
"1536","Wii","2008","Sports","Ubisoft",1.28,NA,NA,"8.4",13,"Ubisoft","E"
"1537","XOne","2015","Role-Playing","Bethesda Softworks",1.28,77,11,"8.4",613,"ZeniMax Media","M"
"1538","PS2","2004","Role-Playing","Sony Online Entertainment",1.28,85,51,"8.4",57,"Snowblind Studios","T"
"1539","PSP","N/A","Action","Warner Bros. Interactive Entertainment",1.28,73,5,"7.4",10,"Traveller's Tales","E10+"
"1544","PS2","2003","Action","Take-Two Interactive",1.28,76,47,"8.3",136,"Rockstar North","M"
"1545","Wii","2006","Racing","Electronic Arts",1.28,67,21,"7.3",26,"EA Canada","E10+"
"1546","PS2","2001","Action","Konami Digital Entertainment",1.28,89,34,"8.9",557,"KCET","M"
"1547","PS","1997","Platform","Konami Digital Entertainment",1.27,93,12,"9.4",358,"Konami","T"
"1548","Wii","2008","Misc","Activision",1.27,73,16,"7.2",19,"Vicarious Visions","T"
"1549","X360","2014","Action","Warner Bros. Interactive Entertainment",1.27,69,8,"7.2",26,"TT Games","E10+"
"1550","PC","2005","Simulation","Electronic Arts",1.27,76,31,"6.6",71,"Maxis","T"
"1551","PS3","2014","Role-Playing","Namco Bandai Games",1.27,91,69,"8.1",1107,"From Software","T"
"1552","3DS","2012","Action","Nintendo",1.27,83,75,"8.7",487,"Opus, Project Sora","E10+"
"1553","3DS","2012","Role-Playing","Nintendo",1.27,59,46,"6.3",134,"Nintendo, Spike Chunsoft","E"
"1554","PS2","2008","Action","Warner Bros. Interactive Entertainment",1.27,77,8,"8.9",17,"Traveller's Tales","E10+"
"1557","X360","2008","Sports","Take-Two Interactive",1.27,84,32,"7.2",44,"Visual Concepts","E"
"1558","XB","2003","Sports","Activision",1.27,85,33,"9.1",26,"Neversoft Entertainment","T"
"1560","PS4","2014","Action","Konami Digital Entertainment",1.27,75,70,"6.2",1311,"Kojima Productions","M"
"1561","DS","2008","Adventure","Nintendo",1.27,65,28,"tbd",NA,"Griptonite Games","E"
"1562","PS2","2002","Role-Playing","Atari",1.27,75,35,"8.5",60,"CyberConnect2","T"
"1563","Wii","2008","Sports","Deep Silver",1.27,30,4,"2",23,"3G Studios","E"
"1564","PS3","2008","Role-Playing","Sega",1.27,86,60,"8.6",433,"Sega","T"
"1565","X360","2011","Fighting","THQ",1.27,71,52,"6.3",89,"Yuke's","T"
"1566","GC","2003","Platform","Sega",1.27,57,27,"7.9",139,"Sonic Team","E"
"1568","PS","1994","Fighting","Sony Computer Entertainment",1.27,69,4,"6.3",4,"Tamsoft","T"
"1569","X360","2012","Action","THQ",1.27,78,46,"8",110,"THQ, Yuke's","T"
"1570","PS3","2013","Role-Playing","Square Enix",1.27,85,50,"8.5",332,"Virtuos","T"
"1571","PS3","2013","Racing","Electronic Arts",1.27,80,6,"4.9",123,"Ghost Games","E10+"
"1572","Wii","2010","Sports","Electronic Arts",1.26,79,8,"8.1",22,"EA Canada","E"
"1573","Wii","2007","Sports","Take-Two Interactive",1.26,68,36,"5.8",21,"Rockstar San Diego","E"
"1575","PC","2010","Sports","Sega",1.26,85,23,"8.4",77,"Sports Interactive","E"
"1579","DS","2005","Simulation","Atari",1.26,59,20,"7.7",6,"NanaOn-Sha","E"
"1580","PS3","2008","Action","Eidos Interactive",1.26,75,42,"7.2",166,"Nixxes Software","T"
"1582","DS","2009","Strategy","Warner Bros. Interactive Entertainment",1.25,65,29,"8.9",51,"Hellbent Games","E"
"1583","PS","2000","Sports","Electronic Arts",1.25,86,10,"8",6,"EA Sports","E"
"1584","PS3","2013","Action","Deep Silver",1.25,76,26,"6.3",278,"Volition Inc.","M"
"1585","PS2","2008","Action","LucasArts",1.25,68,7,"7.4",33,"Krome Studios","T"
"1587","X360","2014","Action","Ubisoft",1.25,NA,NA,"5",332,"Ubisoft Montreal","M"
"1588","PS3","2008","Shooter","Sony Computer Entertainment",1.25,63,64,"6.9",223,"Slant Six","M"
"1592","X360","2005","Racing","Electronic Arts",1.25,83,54,"8.5",134,"EA Canada","T"
"1593","GC","2005","Role-Playing","Nintendo",1.25,64,27,"8.3",74,"Genius Sonority Inc.","E"
"1594","PS2","2006","Shooter","Electronic Arts",1.25,79,62,"8.4",194,"Criterion Games","M"
"1595","PS3","2007","Shooter","Ubisoft",1.25,86,32,"7.6",81,"Ubisoft Montreal","M"
"1596","PSV","2012","Platform","Sony Computer Entertainment",1.25,88,71,"8.6",348,"Tarsier Studios, Double Eleven","E"
"1597","3DS","2015","Role-Playing","Nintendo",1.25,69,44,"8.8",190,"Spike Chunsoft Co. Ltd., Spike Chunsoft","E"
"1598","PC","2002","Strategy","Atari",1.25,74,22,"8.5",135,"Chris Sawyer","E"
"1600","PS2","2003","Action","Eidos Interactive",1.25,52,37,"6.2",106,"Core Design Ltd.","T"
"1601","PS2","2004","Action","Ubisoft",1.25,87,45,"8.6",34,"Ubisoft Shanghai","T"
"1603","PS2","2005","Shooter","Sony Computer Entertainment",1.24,81,51,"8.9",155,"Insomniac Games","T"
"1604","Wii","2007","Sports","RTL",1.24,52,15,"6.8",4,"49Games","E"
"1605","PS2","2001","Role-Playing","Virgin Interactive",1.24,87,29,"8.3",90,"Snowblind Studios","T"
"1606","PS","1997","Platform","GT Interactive",1.24,85,10,"9",96,"Oddworld Inhabitants","T"
"1607","PS2","2000","Action","Namco Bandai Games",1.24,78,20,"7.7",6,"Namco","E"
"1608","PS2","2008","Fighting","THQ",1.24,78,9,"6.9",34,"Yuke's","T"
"1610","Wii","N/A","Action","Warner Bros. Interactive Entertainment",1.24,76,8,"7.8",13,"Traveller's Tales","E10+"
"1611","XB","2005","Action","Activision",1.24,61,44,"8.1",54,"Double Helix Games","T"
"1612","PS3","2009","Action","Activision",1.24,79,53,"7.7",308,"Radical Entertainment","M"
"1614","PS3","2012","Sports","Electronic Arts",1.23,76,36,"6.4",66,"EA Sports","E"
"1615","PS2","2001","Platform","Konami Digital Entertainment",1.23,32,6,"4.6",29,"Konami","E"
"1616","XOne","2016","Sports","Electronic Arts",1.23,83,30,"5.9",39,"EA Sports","E"
"1617","XB","2004","Action","Microsoft Game Studios",1.23,91,89,"8.8",152,"Team Ninja","M"
"1619","XB","2002","Platform","Universal Interactive",1.23,70,16,"8.1",19,"Traveller's Tales","E"
"1620","PS2","2004","Racing","Atari",1.23,57,51,"5.5",102,"Reflections Interactive","M"
"1621","PSP","2009","Action","Ubisoft",1.23,63,38,"7.2",69,"Griptonite Games","M"
"1624","X360","2012","Action","Warner Bros. Interactive Entertainment",1.23,80,49,"8.5",73,"TT Games","E10+"
"1626","GBA","2003","Platform","THQ",1.23,NA,NA,"7.3",6,"Vicarious Visions","E"
"1628","WiiU","2014","Action","Nintendo",1.23,76,81,"8.3",662,"Omega Force","T"
"1630","GBA","2004","Platform","Nintendo",1.23,80,22,"9.1",37,"Rare Ltd.","E"
"1631","X360","2008","Misc","Activision",1.23,70,59,"6.7",48,"Neversoft Entertainment","T"
"1633","PS3","2006","Racing","Electronic Arts",1.23,75,31,"7.3",42,"EA Canada","E10+"
"1634","Wii","2007","Action","D3Publisher",1.23,63,6,"7.7",9,"High Voltage Software","E10+"
"1635","PS3","2010","Sports","Electronic Arts",1.23,82,56,"7.8",57,"EA Canada","E"
"1636","PS3","2011","Role-Playing","Namco Bandai Games",1.22,78,65,"8.2",468,"Bandai Namco Games","T"
"1637","DS","2007","Racing","Nintendo",1.22,63,39,"7.5",27,"Rare Ltd.","E"
"1638","GC","2004","Sports","Nintendo",1.22,80,43,"8.5",48,"Camelot Software Planning","E"
"1646","GBA","2002","Role-Playing","Nintendo",1.22,86,29,"9.5",150,"Camelot Software Planning","E"
"1648","XB","2001","Shooter","Take-Two Interactive",1.22,89,24,"8.3",61,"neo Software","M"
"1650","PS2","2002","Sports","Sega",1.22,89,19,"7.8",16,"Visual Concepts","E"
"1651","PS2","N/A","Racing","Unknown",1.22,84,16,"8.7",17,"EA Sports","E"
"1652","PS2","2006","Racing","THQ",1.21,71,30,"8.4",12,"Rainbow Studios","E"
"1653","XB","2001","Misc","Microsoft Game Studios",1.21,70,28,"6.9",16,"Blitz Games","E"
"1654","XB","2004","Shooter","Activision",1.21,73,55,"7.8",22,"Spark Unlimited","T"
"1655","DS","2007","Simulation","Square Enix",1.21,85,52,"7.7",164,"Matrix Software","E10+"
"1656","PSP","2005","Shooter","LucasArts",1.21,69,22,"8.5",111,"Savage Entertainment","T"
"1657","3DS","2011","Fighting","Capcom",1.21,85,69,"8.1",206,"Capcom","T"
"1658","PS2","2002","Platform","Sony Computer Entertainment",1.21,86,41,"8.6",184,"Sucker Punch","E"
"1659","PS4","2015","Sports","Take-Two Interactive",1.21,73,47,"7.4",237,"Yuke's","T"
"1661","PS","2000","Action","Virgin Interactive",1.21,86,13,"9",91,"Capcom","M"
"1664","GC","2003","Racing","Electronic Arts",1.21,83,24,"9",45,"Electronic Arts","E"
"1665","PS3","2010","Fighting","Namco Bandai Games",1.21,76,34,"8.3",130,"CyberConnect2","T"
"1666","PS3","2007","Shooter","Electronic Arts",1.21,75,16,"7.6",39,"Electronic Arts","T"
"1667","XOne","2015","Shooter","Electronic Arts",1.21,71,27,"5.1",299,"Visceral Games","M"
"1669","PS3","2009","Action","Sega",1.21,87,54,"7.7",355,"Nex Entertainment","M"
"1671","Wii","2008","Puzzle","Electronic Arts",1.21,85,61,"8.6",105,"EA LA","E"
"1673","PS2","2002","Action","Black Label Games",1.2,59,19,"5.1",20,"Surreal Software","T"
"1674","Wii","2007","Simulation","Electronic Arts",1.2,73,19,"8.2",10,"Maxis","T"
"1676","PS2","2004","Racing","SouthPeak Games",1.2,78,37,"8.4",16,"Climax Group","E"
"1677","PS3","2011","Racing","Codemasters",1.2,82,36,"7.1",55,"Codemasters","E"
"1679","GC","2004","Strategy","Nintendo",1.2,90,54,"9.1",137,"Nintendo","E"
"1685","XB","2003","Action","Atari",1.2,65,33,"7.1",75,"Shiny Entertainment","T"
"1686","PSP","2006","Racing","THQ",1.2,70,17,"7",4,"Locomotive Games","E"
"1687","PS2","2001","Sports","Electronic Arts",1.2,92,22,"8.5",26,"EA Sports","E"
"1688","PSP","2010","Sports","Electronic Arts",1.2,68,6,"5.4",9,"EA Sports","E"
"1690","GBA","2003","Racing","THQ",1.19,55,14,"6.8",9,"Altron","E"
"1691","PS3","2012","Action","Warner Bros. Interactive Entertainment",1.19,81,28,"7.5",81,"Traveller's Tales","E10+"
"1692","WiiU","2014","Puzzle","Nintendo",1.19,81,78,"8.6",377,"Nintendo EAD Tokyo","E"
"1693","GBA","2002","Platform","THQ",1.19,71,4,"7.7",7,"Vicarious Visions","E"
"1694","Wii","2008","Sports","Konami Digital Entertainment",1.19,83,19,"8.4",43,"Konami","E"
"1695","XOne","2015","Shooter","Activision",1.19,89,11,"5.2",393,"Bungie Software, Bungie","T"
"1696","PS2","2006","Action","Vivendi Games",1.19,75,46,"8.6",113,"Radical Entertainment","M"
"1700","XB","N/A","Action","Eidos Interactive",1.19,84,23,"8",19,"Io Interactive","M"
"1702","PSP","2007","Fighting","THQ",1.19,68,11,"7.8",15,"Yuke's","T"
"1703","GC","2002","Action","Activision",1.19,76,14,"7.3",11,"Treyarch","E"
"1705","DS","2006","Puzzle","Nintendo",1.19,76,32,"7.9",17,"Nintendo, Nintendo Software Technology","E"
"1706","PSP","2006","Action","Konami Digital Entertainment",1.18,87,54,"8.2",147,"Kojima Productions","M"
"1708","DS","2009","Action","Activision",1.18,59,4,"tbd",NA,"TT Fusion","E"
"1711","PS3","2013","Fighting","Warner Bros. Interactive Entertainment",1.18,78,37,"7.9",282,"NetherRealm Studios","T"
"1713","DC","1999","Adventure","Sega",1.18,88,9,"9.4",201,"Sega AM2","T"
"1715","X360","2012","Misc","Ubisoft",1.18,77,23,"7.7",36,"Ubisoft","E10+"
"1716","GBA","2001","Sports","Activision",1.18,95,16,"7.5",22,"Vicarious Visions","E"
"1717","PS3","2012","Action","Namco Bandai Games",1.18,64,33,"6.5",55,"Omega Force, Tecmo Koei Games","T"
"1720","PS2","2005","Shooter","Activision",1.17,77,43,"8.7",70,"Neversoft Entertainment","M"
"1721","PS2","2002","Platform","Electronic Arts",1.17,70,14,"8.8",60,"Krome Studios","E"
"1722","PS3","2012","Action","Capcom",1.17,52,36,"4.9",222,"Slant Six","M"
"1724","PSP","2008","Action","LucasArts",1.17,76,8,"7.6",11,"Traveller's Tales","E10+"
"1725","Wii","2009","Adventure","Nintendo",1.17,62,22,"7.2",36,"Creatures Inc.","E"
"1726","PS3","2011","Fighting","THQ",1.17,72,28,"6.9",80,"Yuke's","T"
"1730","PS2","2003","Sports","Zoo Digital Publishing",1.17,57,4,"8.4",37,"Sand Grain Studios","T"
"1731","PC","2015","Action","Take-Two Interactive",1.17,96,57,"7.9",3756,"Rockstar North","M"
"1732","PC","2010","Role-Playing","Bethesda Softworks",1.17,84,39,"8.6",2754,"Obsidian Entertainment","M"
"1734","PS3","2009","Fighting","THQ",1.17,81,38,"8.1",55,"Yuke's","T"
"1736","XB","2003","Shooter","Electronic Arts",1.17,65,23,"5.8",28,"EA LA","T"
"1737","PS3","2008","Shooter","Electronic Arts",1.17,74,43,"7.3",118,"EA Montreal","M"
"1738","PC","2008","Strategy","Electronic Arts",1.17,84,75,"5.3",1711,"Maxis","E10+"
"1740","GBA","2004","Puzzle","Nintendo",1.17,81,43,"8",31,"Nintendo","E"
"1741","PS3","2011","Action","LucasArts",1.16,76,36,"7.3",34,"Traveller's Tales","E10+"
"1742","PS2","2006","Racing","Take-Two Interactive",1.16,85,19,"8.9",53,"Rockstar San Diego","E10+"
"1743","PS2","2004","Shooter","Ubisoft",1.16,70,31,"6.3",24,"Red Storm Entertainment","T"
"1744","PS","1997","Fighting","Sony Computer Entertainment",1.16,83,13,"7.9",16,"Light Weight","T"
"1745","X360","2008","Platform","Electronic Arts",1.16,79,82,"7.6",328,"EA DICE","T"
"1746","PS3","2006","Platform","Sega",1.16,43,17,"4.1",176,"Sonic Team","E10+"
"1747","PS2","2001","Racing","Electronic Arts",1.16,85,17,"8.5",22,"EA Sports","E"
"1753","X360","2011","Sports","Ubisoft",1.16,77,13,"7.6",21,"Ubisoft","E"
"1754","XOne","2013","Sports","Electronic Arts",1.16,88,22,"5.8",328,"EA Canada","E"
"1755","PSP","2007","Role-Playing","Square Enix",1.16,88,41,"8",238,"TOSE","T"
"1757","X360","2010","Shooter","City Interactive",1.16,45,39,"5.8",89,"City Interactive","M"
"1758","DS","2007","Platform","Sega",1.15,78,32,"8.2",66,"Dimps Corporation","E"
"1759","PC","2008","Simulation","Sega",1.15,83,29,"8.1",30,"Sports Interactive","E"
"1760","PS2","2001","Action","Midway Games",1.15,73,15,"8.3",30,"Midway","T"
"1761","PSP","2007","Shooter","Electronic Arts",1.15,69,20,"7.3",30,"EA LA","T"
"1762","PS2","2004","Shooter","Empire Interactive",1.15,43,5,"3.4",13,"Blitz Games","M"
